"id","code","name","reconcile","account_type"
"co_puc_413572","413572","Reparación de efectos personales y electrodomésticos","False","income"
"co_puc_413595","413595","Venta de Otros Productos","False","income"
"co_puc_415505","415505","Arrendamientos de Bienes Inmuebles","False","income"
"co_puc_421005","421005","Intereses","False","income"
"co_puc_421020","421020","Diferencia en Cambio","False","income"
"co_puc_421040","421040","Descuentos Comerciales Condicionados","False","income"
"co_puc_423005","423005","Asesorías","False","income"
"co_puc_423010","423010","Asistencia Técnica","False","income"
"co_puc_423015","423015","Administración de Vinculadas","False","income"
"co_puc_423580","423580","Fletes","False","income"
"co_puc_425050","425050","Reintegro de Otros Costos y Gastos","False","income"
"co_puc_425505","425505","Por Siniestro","False","income"
"co_puc_429595","429595","Otros","False","income"
"co_puc_510503","510503","Salario Integral","False","expense"
"co_puc_510506","510506","Sueldos","False","expense"
"co_puc_510515","510515","Horas Extras y Recargos","False","expense"
"co_puc_510518","510518","Comisiones","False","expense"
"co_puc_510521","510521","Viáticos","False","expense"
"co_puc_510524","510524","Incapacidades","False","expense"
"co_puc_510527","510527","Auxilio de Transporte","False","expense"
"co_puc_510530","510530","Cesantías","False","expense"
"co_puc_510533","510533","Intereses Sobre Cesantías","False","expense"
"co_puc_510536","510536","Prima de Servicios","False","expense"
"co_puc_510539","510539","Vacaciones","False","expense"
"co_puc_510548","510548","Bonificaciones","False","expense"
"co_puc_510551","510551","Dotación y Suministro a Trabajadores","False","expense"
"co_puc_510560","510560","Indemnizaciones Laborales","False","expense"
"co_puc_510563","510563","Capacitación al Personal","False","expense"
"co_puc_510568","510568","Aportes a Administradoras de Riesgos Profesionales, Arp","False","expense"
"co_puc_510569","510569","Aportes a Entidades Promotoras de Salud, Eps","False","expense"
"co_puc_510570","510570","Aportes a Fondos de Pensiones y/o Cesantías","False","expense"
"co_puc_510572","510572","Aportes Cajas de Compensación Familiar","False","expense"
"co_puc_510575","510575","Aportes Icbf","False","expense"
"co_puc_510578","510578","Sena","False","expense"
"co_puc_510584","510584","Gastos Médicos y Drogas","False","expense"
"co_puc_510595","510595","Otros","False","expense"
"co_puc_511010","511010","Revisoría Fiscal","False","expense"
"co_puc_511025","511025","Asesoría Jurídica","False","expense"
"co_puc_511035","511035","Asesoría Técnica","False","expense"
"co_puc_511515","511515","a la Propiedad Raíz","False","expense"
"co_puc_511525","511525","de Valorización","False","expense"
"co_puc_511540","511540","de Vehículos","False","expense"
"co_puc_511570","511570","Iva Descontable","False","expense"
"co_puc_511595","511595","Otros","False","expense"
"co_puc_512010","512010","Construcciones y Edificaciones","False","expense"
"co_puc_512020","512020","Equipo de Oficina","False","expense"
"co_puc_512025","512025","Equipo de Computación y Comunicación","False","expense"
"co_puc_512040","512040","Flota y Equipo de Transporte","False","expense"
"co_puc_512505","512505","Contribuciones","False","expense"
"co_puc_512510","512510","Afiliaciones y Sostenimiento","False","expense"
"co_puc_513010","513010","Cumplimiento","False","expense"
"co_puc_513025","513025","Incendio","False","expense"
"co_puc_513030","513030","Terremoto","False","expense"
"co_puc_513035","513035","Sustracción y Hurto","False","expense"
"co_puc_513040","513040","Flota y Equipo de Transporte","False","expense"
"co_puc_513060","513060","Responsabilidad Civil y Extracontractual","False","expense"
"co_puc_513075","513075","Obligatorio Accidente de Tránsito","False","expense"
"co_puc_513085","513085","Transporte de Mercancía","False","expense"
"co_puc_513095","513095","Otros","False","expense"
"co_puc_513510","513510","Temporales","False","expense"
"co_puc_513520","513520","Procesamiento Electrónico de Datos","False","expense"
"co_puc_513525","513525","Acueducto y Alcantarillado","False","expense"
"co_puc_513530","513530","Energía Eléctrica","False","expense"
"co_puc_513535","513535","Teléfono","False","expense"
"co_puc_513540","513540","Correo, Portes y Telegramas","False","expense"
"co_puc_513550","513550","Transporte, Fletes y Acarreos","False","expense"
"co_puc_513555","513555","Gas","False","expense"
"co_puc_513595","513595","Otros","False","expense"
"co_puc_514005","514005","Notariales","False","expense"
"co_puc_514010","514010","Registro Mercantil","False","expense"
"co_puc_514015","514015","Trámites y Licencias","False","expense"
"co_puc_514510","514510","Construcciones y Edificaciones","False","expense"
"co_puc_514515","514515","Maquinaria y Equipo","False","expense"
"co_puc_514520","514520","Equipo de Oficina","False","expense"
"co_puc_514525","514525","Equipo de Computación y Comunicación","False","expense"
"co_puc_514540","514540","Flota y Equipo de Transporte","False","expense"
"co_puc_515005","515005","Instalaciones Eléctricas","False","expense"
"co_puc_515015","515015","Reparaciones Locativas","False","expense"
"co_puc_515505","515505","Alojamiento y Manutención","False","expense"
"co_puc_515515","515515","Pasajes Aéreos","False","expense"
"co_puc_515520","515520","Pasajes Terrestres","False","expense"
"co_puc_516005","516005","Construcciones y Edificaciones","False","expense"
"co_puc_516010","516010","Maquinaria y Equipo","False","expense"
"co_puc_516015","516015","Equipo de Oficina","False","expense"
"co_puc_516020","516020","Equipo de Computación y Comunicación","False","expense"
"co_puc_516035","516035","Flota y Equipo de Transporte","False","expense"
"co_puc_516515","516515","Cargos Diferidos","False","expense"
"co_puc_519510","519510","Libros, Suscripciones, periódicos y revistas","False","expense"
"co_puc_519525","519525","Elementos de Aseo y Cafetería","False","expense"
"co_puc_519530","519530","Útiles, Papelería y Fotocopias","False","expense"
"co_puc_519545","519545","Taxis y Buses","False","expense"
"co_puc_519560","519560","Casino y Restaurante","False","expense"
"co_puc_519565","519565","Parqueaderos","False","expense"
"co_puc_520503","520503","Salario Integral","False","expense"
"co_puc_520506","520506","Sueldos","False","expense"
"co_puc_520515","520515","Horas Extras y Recargos","False","expense"
"co_puc_520518","520518","Comisiones","False","expense"
"co_puc_520521","520521","Viáticos","False","expense"
"co_puc_520524","520524","Incapacidades","False","expense"
"co_puc_520527","520527","Auxilio de Transporte","False","expense"
"co_puc_520530","520530","Cesantías","False","expense"
"co_puc_520533","520533","Intereses Sobre Cesantías","False","expense"
"co_puc_520536","520536","Prima de Servicios","False","expense"
"co_puc_520539","520539","Vacaciones","False","expense"
"co_puc_520548","520548","Bonificaciones","False","expense"
"co_puc_520551","520551","Dotación y Suministro a Trabajadores","False","expense"
"co_puc_520554","520554","Seguros","False","expense"
"co_puc_520560","520560","Indemnizaciones Laborales","False","expense"
"co_puc_520563","520563","Capacitación al Personal","False","expense"
"co_puc_520568","520568","Aportes a Administradoras de Riesgos Profesionales, Arp","False","expense"
"co_puc_520569","520569","Aportes a Entidades Promotoras de Salud, Eps","False","expense"
"co_puc_520570","520570","Aportes a Fondos de Pensiones y/o Cesantías","False","expense"
"co_puc_520572","520572","Aportes Cajas de Compensación Familiar","False","expense"
"co_puc_520575","520575","Aportes Icbf","False","expense"
"co_puc_520578","520578","Sena","False","expense"
"co_puc_520584","520584","Gastos Médicos y Drogas","False","expense"
"co_puc_520595","520595","Otros","False","expense"
"co_puc_521035","521035","Asesoría Técnica","False","expense"
"co_puc_521505","521505","Industria y Comercio","False","expense"
"co_puc_521515","521515","a la Propiedad Raíz","False","expense"
"co_puc_521540","521540","de Vehículos","False","expense"
"co_puc_521570","521570","Iva Descontable","False","expense"
"co_puc_521595","521595","Otros","False","expense"
"co_puc_522010","522010","Construcciones y Edificaciones","False","expense"
"co_puc_522015","522015","Maquinaria y Equipo","False","expense"
"co_puc_522025","522025","Equipo de Computación y Comunicación","False","expense"
"co_puc_522510","522510","Afiliaciones y Sostenimiento","False","expense"
"co_puc_523505","523505","Aseo y Vigilancia","False","expense"
"co_puc_523510","523510","Temporales","False","expense"
"co_puc_523525","523525","Acueducto y Alcantarillado","False","expense"
"co_puc_523530","523530","Energía Eléctrica","False","expense"
"co_puc_523535","523535","Teléfono","False","expense"
"co_puc_523540","523540","Correo, Portes y Telegramas","False","expense"
"co_puc_523550","523550","Transporte, Fletes y Acarreos","False","expense"
"co_puc_523555","523555","Gas","False","expense"
"co_puc_523560","523560","Publicidad, Propaganda y Promoción","False","expense"
"co_puc_523595","523595","Otros","False","expense"
"co_puc_524005","524005","Notariales","False","expense"
"co_puc_524010","524010","Registro Mercantil","False","expense"
"co_puc_524015","524015","Trámites y Licencias","False","expense"
"co_puc_524020","524020","Aduaneros","False","expense"
"co_puc_524510","524510","Construcciones y Edificaciones","False","expense"
"co_puc_524515","524515","Maquinaria y Equipo","False","expense"
"co_puc_524520","524520","Equipo de Oficina","False","expense"
"co_puc_524525","524525","Equipo de Computación y Comunicación","False","expense"
"co_puc_524540","524540","Flota y Equipo de Transporte","False","expense"
"co_puc_525505","525505","Alojamiento y Manutención","False","expense"
"co_puc_525515","525515","Pasajes Aéreos","False","expense"
"co_puc_525520","525520","Pasajes Terrestres","False","expense"
"co_puc_529520","529520","Gastos de Representación y Relaciones Públicas","False","expense"
"co_puc_529525","529525","Elementos de Aseo y Cafetería","False","expense"
"co_puc_529530","529530","Útiles, Papelería y Fotocopias","False","expense"
"co_puc_529535","529535","Combustibles y Lubricantes","False","expense"
"co_puc_529540","529540","Envases y Empaques","False","expense"
"co_puc_529545","529545","Taxis y Buses","False","expense"
"co_puc_529565","529565","Parqueaderos","False","expense"
"co_puc_529570","529570","Indemnización Por Daños a Terceros","False","expense"
"co_puc_529910","529910","Deudores","False","expense"
"co_puc_529915","529915","Inventarios","False","expense"
"co_puc_530505","530505","Gastos Bancarios","False","expense"
"co_puc_530515","530515","Comisiones","False","expense"
"co_puc_530520","530520","Intereses","False","expense"
"co_puc_530525","530525","Diferencia en Cambio","False","expense"
"co_puc_530535","530535","Descuentos Comerciales Condicionados","False","expense"
"co_puc_530595","530595","Otros","False","expense"
"co_puc_531515","531515","Costos y Gastos de Ejercicios Anteriores","False","expense"
"co_puc_531520","531520","Impuestos Asumidos","False","expense"
"co_puc_531595","531595","Otros","False","expense"
"co_puc_539515","539515","Indemnizaciones","False","expense"
"co_puc_539520","539520","Multas, Sanciones y Litigios","False","expense"
"co_puc_539535","539535","Amortización de Bienes Entregados en Comodato","False","expense"
"co_puc_539595","539595","Otros","False","expense"
"co_puc_540505","540505","Impuesto de Renta y Complementarios","False","liability_current"
"co_puc_590505","590505","Ganancias y Pérdidas","False","expense"
"co_puc_613595","613595","Venta de Otros Productos","False","expense"
"co_puc_614505","614505","Servicio de Transporte Por Carretera","False","expense"
"co_puc_614520","614520","Servicio de Transporte Por Vía Aérea","False","expense"
"co_puc_615590","615590","Mantenimiento y Reparación de Maquinaria y Equipo","False","expense"
"co_puc_811515","811515","en Depósito","False","expense_direct_cost"
"co_puc_831516","831516","Construcciones y Edificaciones","False","expense_direct_cost"
"co_puc_831520","831520","Maquinaria y Equipo","False","expense_direct_cost"
"co_puc_831524","831524","Equipo de Oficina","False","expense_direct_cost"
"co_puc_831528","831528","Equipo de Computación y Comunicación","False","expense_direct_cost"
"co_puc_831562","831562","Envases y Empaques","False","expense_direct_cost"
"co_puc_911515","911515","en Depósito","False","expense_direct_cost"
"co_puc_911520","911520","en Consignación","False","expense_direct_cost"
"co_puc_912005","912005","Laborales","False","expense_direct_cost"
"co_puc_912010","912010","Civiles","False","expense_direct_cost"
"co_puc_912015","912015","Administrativos o Arbitrales","False","expense_direct_cost"
"co_puc_912020","912020","Tributarios","False","expense_direct_cost"
"co_puc_939595","939595","Diversas","False","expense_direct_cost"
